id,full_text,final_sentiment
152,MANTAN BANDIT !!!! Makin nyata #IndonesiaGelap,negatif
153,kenapa pemerintah kasih diskon tarif listrik hingga 50% ? karena #IndonesiaGelap,negatif
154, Rumah 300 Jutaan di Cileungsi Bogor . 1 Km-an ke Jl. Narogong Rumah Sakit Pasar Ciluengsi Perempatan Cileungsi 2 Km-an ke Terminal Radio Rodja Metropolitan Mall 10 Menitan ke Pintu Tol Sekolah AL Azhar Cahay Sunnah Dll #Danantara #IndonesiaGelap #Mahasiswa https://t.co/DZfWoiKKol,netral
155,Hari ini layanan Teman Bus Kampus Unhas Tamalanrea -Gowa berhenti beroperasi? Sepertinya mendukung supaya Mahasiswa Unhas demo #IndonesiaGelap EfisienShit...!!! @SupirPete2 @Daeng_Info @DishubMks https://t.co/VHLr43l39F,negatif
156,@kqanzakii Mau join ciell ‍️ #IndonesiaGelap #daruratindonesia #PeringatanDarurat,netral
157,@FDonghun Itu theme pornhubnya diganti dululah minimal tapi teteplah #IndonesiaGelap segelap muka fufufafa ;),negatif
158,Masuk polisi itu tepatnya apa pak? Masuk ke kantor polisi? Atau menjadi polisi? Kalau berdasarkan rahasia umum yang ada kalimatnya sepertinya kurang tepat pak better daftar masuk polisi gratis untuk diterimanya belum tentu.... #IndonesiaGelap2025 #IndonesiaGelap,negatif
159,Kritik Rakyat Dia Balas Ndasmu Tuntutan Adili Jokowi Dia Balas Hidup Jokowi Mahasiswa Bersuara Dia Entah Kemana Pagii Indonesia Wilujeng Ngopi Sadayana Danantara Akankah Seperti Jiwasraya ? #IndonesiaGelap #ArtistBersuara https://t.co/vy7H86JWfw,negatif
160,MASAK LEBIH BODOH DR VIETNAM SIH?????? #IndonesiaGelap #IndonesiaGelap2025 https://t.co/10XoPHM5mp,negatif
161,@kumparan Demo mahasiswa pakai tagar #IndonesiaGelap? Mending cek fakta dulu sebelum bikin tagar! Mensesneg Prasetyo Hadi ngomong nyata situasi sekarang stabil. Jangan ikut-ikutan gak paham! #IndonesiaGelap,positif
162,@JhonSitorus_18 habis jokowi terbitlah gibran &amp; kaesang habis luhut terbitlah pandu.... #IndonesiaGelap #RezimKarbitan #KaburAjaDulu habis macan asia terbitlah omon omon kucing mulyono,negatif
163, Rumah 600 Jutaan Dekat Stasiun di Cilebut Bogor . 900 meter ke Stasiun Kereta Cilebut 4 km-an ke Tol BORR Universitas Ibnu Khaldun Rumah Sakit Islam Bogor Transmart Bogor Dll #Danantara #IndonesiaGelap #Mahasiswa https://t.co/dBZ0SQEykQ,netral
164,kirain hari kebalikan cuma ada di spongebob #IndonesiaGelap,negatif
165,Vacuum Cleaner Portable Alat Penyedot Debu Serbaguna Mobil Vakum Pembersih dengan harga Rp31.845. Dapatkan di Shopee sekarang! #vacumcleaner #pembersihdebu #alatsedotdebu #IndonesiaGelap #IndonesiaGelap2025 https://t.co/ZlmApoZVW8 https://t.co/x33fspIhBM,netral
166,2 hari kebelakang selama ramai #IndonesiaGelap ga buka tiktok sama sekali akhirnya pagi ini mutusin buat buk dan bener aja isi komennya bikin kok bisa si pola pikirnya kaya gitu?,negatif
167,Coba kalau gak ada yang protes ke pemerintah pagar laut pasti tetap jalan terus gas juga bakalan langkah gara2 sibahlil batak kasus hukum yang berhenti. Kenapa mentri2 kali ini gak ada yang pinter sih. #IndonesiaGelap https://t.co/H4SiOB0pct,negatif
168,waktunya rakyat bergerak waktunya rakyat menuntut hak waktunya rakyat menuntut pertanggung jawaban pajak yang dibayarkan #IndonesiaGelap2025 #IndonesiaGelap https://t.co/n7YzXMbnXg,negatif
169,@sythlus Gapapa sayang aku juga bakal speak up politik terus kedepan. Semangat buat kita #IndonesiaGelap,negatif
170,@Boediantar4 #IndonesiaGelap Ini datanya dari mana? Kok bisa https://t.co/fcOq32spRW,negatif
171,@cagubnyinyir2 @DjogdjaKembali @yonobubut70 @gtobing2903 @gedhanggg @singolodra1945 @mbienyambay2 @adri_zizie Ini juga tanda2 jaman. #IndonesiaGelap #DarkIndonesia https://t.co/GuCtt3tVEH,negatif
172,@andra34817934 @CNNIndonesia Wkwkwkkkk #IndonesiaGelap,netral
173,@Jelli_cent Tandain aja itu polisi nyamar semua pake kaos hitam dan tas selempang. Anak SMA Bootcamp gegayaan lawan Mahasiswa #IndonesiaGelap https://t.co/OZ4JmXWjZf,negatif
174,@kompascom Mantan koruptor coy!!! Dah pada gila kalian #IndonesiaGelap,negatif
175,Semoga sehabis #IndonesiaGelap terbitlah #IndonesiaTerang Aamiin ya Allah,positif
176,@prabowo @gibran_tweet mana nurani kalian?????????????? #IndonesiaGelap2025 #IndonesiaGelap,negatif
177,@TheCurut007 Cahyadi pe'ak #IndonesiaGelap https://t.co/wlVAYy0fTt,negatif
178,CHP FLASHDISK OTG TYPE C USB 1TB/2TB FLASH DRIVE ULTRA DUAL USB 3.1 Flashdisk hp dan laptop dengan harga Rp75.460. Dapatkan di Shopee sekarang! #flashdisk #komputer #laptop #otg #aksesoris #IndonesiaGelap #IndonesiaGelap2025 https://t.co/vpMJH8LNwz https://t.co/Plmd0kfHqO,netral
179,@Yurissa_Samosir @choymarkochoy @ay_prakasa2225 @JamalBoegis @msaid_didu @AmaluddinSSili1 @Boediantar4 @nomerorae @yaniarsim @PutriKayan16645 @Panitia68285950 Pak menteri benar sekali Jokowi saja dapat juara dunia OCCRP Ndasmu #IndonesiaGelap #IndonesiaGelap #AdiliJokowi #JagaBelaMahasiswa,negatif
180,(Dengan kepedean) gais kalo mau print dan tempel kmn2 boleh ia #IndonesiaGelap #IndonesiaGelap2025,netral
181,Knp Prabowo dan Puan Maharani bkn Jokowi? Krn mereka tau Jokowi skrng cuma badut politik yg harus diadili tdk lebih. Massa Aksi Indonesia Gelap Paksa Ketua DPRD Jatim Telepon Prabowo dan Puan Maharani Mayor Teddy Menolak Panggilan. #IndonesiaGelap https://t.co/jRBfUBHWQA,negatif
182,Ojo sakpenak udelmu dewe nduttt. Opo negara ngen diurus cah-cah wae ndutt?!?!? @prabowo #IndonesiaGelap https://t.co/QXrJ7IMVP7,negatif
183,NOVEL BETWEEN SHADES OF GRAY DONG WTS WTS WTB LAGI NYARI NIHH YUHUU PRELOVED BOLEH BANGETTT WEHEHEHE SEDANG MENCARI SECARA UGAL-UGALAN TOLONG DM AJA BIAR GAK DIAMBIL ORANG DULUAN #WTS #WTB #WTB #daruratpendidikan #GPUCETULTheBorrowed #IndonesiaGelap,netral
184,Selamat pagi Indonesia Tau kah kalian saat ini yg namanya macan asia kini berubah jadi meong kampung Hidup Jokowi #IndonesiaGelap https://t.co/NuHF40dhD9,negatif
185,@Anggajaya26 #IndonesiaGelap Brutal sekali,negatif
186,mungkin indonesia bagi sebagian orang masih cerah dan baik baik aja #IndonesiaGelap,positif
187,pret lebih ke anak cucu kalian doang kali #IndonesiaGelap,negatif
188,Ini adalah lembaga non-SK. Tegak independen menyeru murka pada ketidakadilan. Sampai jumpa dijalan! #IndonesiaGelap https://t.co/ihcMreoBx5,negatif
189,Presiden anti Peneliti Presiden anti Pendidikan #indonesiagelap,negatif
190,Saya kehabisan kata-kata untuk menjelaskan situasi negri ini di dalam kepala saya isinya kamu kamu kamu kekasihku #IndonesiaGelap,netral
191,Penting untuk menyeimbangkan idealisme dengan pemahaman realitas dan strategi yang matang agar upaya yang dilakukan bisa efektif dan berkelanjutan. Demonstrasi bukanlah tujuan akhir melainkan salah satu alat untuk mencapai masyarakat yang lebih adil dan sejahtera. #IndonesiaGelap,negatif
192,Kemarin (18/02) aksi di Malang surprisingly berjalan dengan aman gaada aparat yang represif dan pembubaran massa yang brutal. Bahkan pejabat DPRD-nya mau keluar dan rela ujan2an sama pendemo lainnya. press f to respect #IndonesiaGelap #DaruratPendidikan https://t.co/S1iwZjZlQq,positif
193,Hidup Jokowi #IndonesiaGelap #IndonesiaGelap https://t.co/Zy3WOPtgg7,positif
194,@kumparan Ndass mu baik-baik saja. PARA PENCARI NAFKAH SEKARANG TIDAK BEKERJA LAGI HANYA GARA² KEBIJAKAN PEMERINTAH YG MEMOTONG ANGGARAN RAKYAT KECIL BUKAN ANGGARAN PARA PARA PEJABAT.SEKARANG INVESTASI(?) INVESTASI BUAT SIAPA? BUAT PARA KORUPTOR KAH?! #IndonesiaGelap2025 #IndonesiaGelap https://t.co/Btzze1KJ39,negatif
195,demo haraaam...ya akhi! #HidupJokowi #ArtistBersuara #IndonesiaGelap https://t.co/a6qI0SdzlL,positif
196,Mahasiswa dengan idealisme berpikir mereka memiliki potensi besar untuk menjadi penggerak perubahan melalui demonstrasi dan aksi nyata. #IndonesiaGelap,positif
197,@NayDonuts Lo beneran bangga punya pemimpin kayak gitu? Penasaran aja apa yang bisa dibanggain? RT @NayDonuts: MAHASEWA NOWADAYS. Demo is like their daily work Berburu cuan berkerumun atas nama kebersamaan dan aspirasi rakyat. Padahal sih aspirasi bohir. Kata siapa #IndonesiaGelap ,negatif
198,Idealisme berpikir mendorong mahasiswa untuk peduli terhadap masalah sosial dan politik serta merasa bertanggung jawab untuk memperbaikinya. Demonstrasi adalah salah satu cara untuk mengekspresikan idealisme tersebut secara nyata dan kolektif. #IndonesiaGelap,positif
199,@ferrykoto MBG ga jelas ga rata kamuflase doank buat gugurin janji pemilu ujung2nya duit dibawa kemana mana ga jelas #IndonesiaGelap,negatif
200,Jaman Soeharto media di bungkam dan dibuat seolah-olah semua aman sejahtera. Masyarakat banyak yang bodoh saat itu. Mereka dibuat tidak sadar kalau negara dalam masalah makanya bertahun-tahun bisa ditipu. Mau diulangi lagi ? #IndonesiaGelap,negatif
201,@MissDiiins99 @Joeharijhoe @agnezmo Wkkw kok ngamuk? Nimbrung dong masa ada hal keji didepan mata diam aja apalagi ada hak orang lain yg ditilep gimana ga nganggur orang yg punya hak aja didzolimin hak kekayaan intelektualnya bertahun-tahun mana yg nilep playing victim lagi #IndonesiaGelap ,negatif
202,pengen ngatain pendukung 02 yg skrng pake #IndonesiaGelap #EFISIENSHIT,negatif
203,Sejuta harapan musnah..karena tiada lg yg bisa diharapkan.. masa depa suram alias madesu. #IndonesiaGelap,negatif
204,Demonstrasi sering dilakukan untuk membangun kesadaran untuk mengedukasi masyarakat tentang isu-isu tertentu. #IndonesiaGelap,netral
205,Demonstrasi sering dilakukan untuk mendorong perubahan agar pemerintah atau pihak berwenang mengambil tindakan yang sesuai dengan aspirasi masyarakat. #IndonesiaGelap,netral
206,Ketika banyak orang yg rela degradasi harga diri dan intelektual demi bayaran di titik itulah #IndonesiaGelap,negatif
207,Demonstrasi sering dilakukan untuk menyuarakan kritik terhadap kebijakan pemerintah ketidakadilan sosial atau masalah lainnya. #IndonesiaGelap,netral
208,Hidup NDASMU...Hidup NDASMU #IndonesiaGelap2025 #IndonesiaGelap https://t.co/2ppEmYGLSl,negatif
209,Pagi ini masih hujan beneran #IndonesiaGelap .,netral
210,Perjuangan Pak Ted Sioeng sia dalam membayar hutang akan tetapi tidak di hargai malah di pidanakan oleh pihak mayapada #MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #kasus #savekipkuliah #daruratpendidikan #berita #KaburAjaDulu #indonesiagelap #daruratindonesia https://t.co/caMExa8bMm,negatif
211,@virdianaurellio @NNgambang Tidak ada satu kekuatan pun di dunia ini yg dapat mengalah jika Rakyat sudah bersatu ( People Power). Walaupun dengan resiko banyak nya jatuh korban dari pihak Rakyat. #IndonesiaGelap #IndonesiaGelap https://t.co/3naXvZBgOe,negatif
212,Perjuangan Pak Ted Sioeng sia dalam membayar hutang akan tetapi tidak di hargai malah di pidanakan oleh pihak mayapada #MayapadaCurang #UsutMayapada #viral #fyp #trend #kecurangan #kasus #savekipkuliah #daruratpendidikan #berita #KaburAjaDulu #indonesiagelap #daruratindonesia https://t.co/3czOzhRz4z,negatif
213,Kita butuh uraian lengkap dari experts mengenai #IndonesiaGelap kalau mau nyampe ke dunia. Gw share artikel straitstimes tapi overall isinya gak ada uraian masalah demand protestor dsb. Non Indonesian tetep out of the loop. Meskipun PR dr @txtfromIR bagus tp oversimplified.,negatif
214,Demonstrasi mahasiswa seringkali menjadi gerakan yang signifikan dalam sejarah seperti gerakan reformasi 1998 di Indonesia yang berhasil menumbangkan rezim Orde Baru. #IndonesiaGelap,netral
215,bangsat nih negara udah rusak dari akarnya malah dijebol lagi sampai mau roboh tumbang anjir. Jaman pemerintahan paling bobrok di semua era. #PeringatanDarurat #IndonesiaGelap2025 #IndonesiaGelap,negatif
216,Demonstrasi adalah salah satu cara mahasiswa mengekspresikan pendapat dan memperjuangkan idealisme mereka. #IndonesiaGelap,netral
217,Yang sombong itu jokowi dan keluarganya. #IndonesiaGelap #AdiliJokowiHargaMati,negatif
218,@CNNIndonesia Mainmu kurang jauh wahai pejabat2 istana. #IndonesiaGelap liat aja dipelosok2 sana masih banyak anak2 yg berjuang seperti di video ini hanya utk mendapatkan pendidikan yg sekarang malah bukan menjadi prioritas utama. Sementara kalian enak pake mobdin mewah seharga miliaran https://t.co/38d043zGgp,negatif
219,Kami coba untuk mengkonfirmasi dengan perlahan Focus terhadap Bapak Kumis Berseragam Coklat Yg Ringan Tangan Memukul Adik kita Mahasiswa Peserta Aksi #IndonesiaGelap Kami Bantu Guna Pengembangan Lebih Lanjut Kepada YTH Institusi Kepolisian Republik Indonesia Hidup Mahasiswa https://t.co/Q5TZku0kCr,negatif
220,@geloraco Kabur saja dulu ndasmu #IndonesiaGelap,negatif
221,Lucunya negri ini kakek di makassar ngaku cucu buaya tapi malah diterkam hingga Tangan Hampir Putus lihat dengar pahami #ArtistBersuara #IndonesiaGelap https://t.co/lBYXDG4yWs,negatif
222,@berlianidris Lawan para-para yg bikin #IndonesiaGelap,negatif
223,Apa yang terburuk? Kita ribut ga setuju kritik segala kebijakan ngaco. Tapi mereka bikin statemen 'Indonesia baik-baik aja'. Lagaknya demi kebaikan bersama tapi menolak tau apa yang sebenarnya diinginkan dan dibutuhkan rakyat. Dasar tiran. #IndonesiaGelap #IndonesiaGelap2025,negatif
224,@faizalassegaf Ndas mu Somplak klo begini terus gimana mau Indonesia emas ???!!! #IndonesiaGelap bro mending #KaburAjaDulu para-para rakyat kayak kita cuma di suruh cari solusi sendiri ga ada yg tanggung jawab sm kita pdhl itu amanah UUD 45,negatif
225,#IndonesiaGelap #Ndasmu Gak gelap gimana punya presiden kualitas 11 dari 100. Betul sekali ndasmuu!!!,negatif
226,@aho_Kitsune #IndonesiaGelap #daruratindonesia #PeringatanDarurat Sebagian ada yg sadar klo pilihannya salah tapi banyak juga ternyata yg masi bodoh dan bilang klo negara ini masi baik² aja. Keseeellll ,negatif
227,Satu lagi menteri yang tidak tanggap dengan kondisi bangsanya. Indonesia bubar karena pejabat negara yang mengkhianati amanat Rakyat. #PejabatPicek #IndonesiaGelap https://t.co/hmjUpAEmz1,negatif
228,@Mdy_Asmara1701 Karena pendidikan gratis berat...kl makanan gratis walaupun ala kadarnya ok lah #IndonesiaGelap,negatif
229,@kompascom Gaya gaya 10 tahun silam dan terus dilanjutkan.....omong2x besar ternyata bohong....bakal makin nyata #IndonesiaGelap kalo gerombolan mereka ini gak cepet2x dikarungin....,negatif
230,@convomf Ketawa bentar disela-sela #IndonesiaGelap,netral
231,#IndonesiaGelap Semarang 18 Februari 2025 https://t.co/blO1HisslN,netral
232,@kumparan Menteri ini perlu periksa mata dan hati.... Hanya orang buta yg nggak pernah kegelapan !!! #IndonesiaGelap #IndonesiaGelap2025,negatif
233,#IndonesiaGelap hidoop.jkw,positif
234,@JhonSitorus_18 Kok sama dg kata hatiku ya ... apalagi ada finalis occrp disitu ... #IndonesiaGelap https://t.co/iH35FtTfF0,negatif
235,@artistsbase Mereka yang terbutakan oleh Dosa Besar akan melupakan pelajaran dari masa lalu. - Barri2410 / Barri_2410 #PeringatanDarurat #IndonesiaGelap #IndonesiaGelap2025 #ArtistBersuara https://t.co/Ki8rbhntE4,negatif
236,Rakyat bergerak demokrasi dipertaruhkan. Tuntutan ini bukan sekadar kata-kata ini adalah perlawanan terhadap ketidakadilan. Saat kebijakan lebih menguntungkan segelintir elit dibanding rakyat saat demokrasi terus diinjak apakah kita akan diam? #IndonesiaGelap https://t.co/gGGWVKWLgK,negatif
237,Jangan sombong dengan jabatanmu sekarang bisa jdi kesombonganmu akan menjatuhkan mu. #IndonesiaGelap #IndonesiaGelap,negatif
238,Konsep dana gotong royong masyarakat melalui BPJS bisa dibilang gagal banyak masalah yang timbul. Sekarang Danantara ??? Permainan apalagi ini ? #IndonesiaGelap #indonesiaCEMAS https://t.co/7vi4bauc9J,negatif
239,@Gamal_Albinsaid #IndonesiaGelap mas lihat masyarakat yang sedang cemas,negatif
240,Menuju #IndonesiaGelap https://t.co/Hwoqtrz6Mo,negatif
241,@alisyarief Berguru sama si tukang ngibul dan culas ya begitu itu #IndonesiaGelap #AdiliJokowi,negatif
242,1. Diluncurkan Omon omon 2. Dikelola keluarga &amp; handai taulan 3. Diawasi Mulyono koruptor no 2 di dunia 4. Di kawal APH mental korup Keuntungannya dinikmati oleh 1 2 3 dan 4... Voter 01 02 03 ndlongop nonton orang bancakan #IndonesiaGelap,negatif
243,Klo Jokowi anak dan menantunya tidak hengkang dari PDI-P mungkin jadi target juga ? Sekarang aman ya ? Karena ada atau bersekutu dengan penguasa ? Lagu lama kaset baru #IndonesiaGelap,negatif
244,Gua kerja di Jepang ketika dia bilang aku pengen tinggal di korea pengen pulang gua malah berkebalikan‍‍ #IndonesiaGelap amat,negatif
245,@Louis_chantika Memang pak @prabowo pernah mimpin demo??? Omon-omon!!! #IndonesiaGelap Di tanganmu Pak!!!,negatif
246,Sebagai seorang non-Mahasiswa. mau ikut demo takut dituduh intel penyusup bahkan diserahin ke polisi biar jadi bahan persekusi. Padahal kami ingin menunjukkan rasa ketidakpuasan itu datang dari lapisan lain bukan mahasiswa saja. #IndonesiaGelap #mahasiswa,negatif
247,Mana #Ndasmu Masih kesurupan gendam. Menuju #IndonesiaGelap,negatif
248,#IndonesiaGelap #IndonesiaGelap2025 Kalian Nggak Kepikiran Untuk Mengumpulkan Orang Dan Coba Membuat Kelompok Untuk Menghabisi Pemerintah? Padahal itu cara Terbaik untuk membuat Negara Indonesia menjadi Baik dan Makmur! Percaya padaku! Memb4ntai mereka adalah solusi yang tepat https://t.co/S5jhEM6TYO,negatif
249,@Subur0204 Rasanya sempurna sudah daya rusak rezim malah semakin berkelanjutan. Buat para pejuang pendidikan dakwah dan penyuluh semoga diberi kesabaran ditengah gencarnya fitnah #IndonesiaGelap #IndonesiaGelap https://t.co/jPvmx3otCn,negatif
250,@kompascom Ternyata dia pernah #KaburAjaDulu karena saat itu menurut dia #IndonesiaGelap https://t.co/Bi2TqCCrSv,negatif
251,@rmol_id N D A S M U #IndonesiaGelap,negatif
252,@ardisatriawan itu hanya di permukaan saja. mereka samanya 11. 12. namanya juga satu perkumpulan. #IndonesiaGelap,negatif
253,NAJISS BGTT KAGA SUDI GUE BERANAK PINAK DI INI NEGERI. CUMA ORANG TOLOL #IndonesiaGelap #IndonesiaGelap #IndonesiaGelap2025,negatif
254,@rahmaniarbaftim Wa'alaikumsalam warahmatullahi wabarakatuh... Masih #IndonesiaGelap #PrabowoGibranMundurlah Biar terang Indonesiaku!!!,negatif
255,Ada sepuluh orang kayak dia ini.... Riweuh Indonesia sehari-harinya.. #IndonesiaGelap2025 #IndonesiaGelap https://t.co/rnSOILRPSU,negatif
256,@kompascom Wowo pernah #KaburAjaDulu karena waktu itu menurut dia #IndonesiaGelap https://t.co/bzP6ng5dkG,negatif
257,2x bikin igs pake #IndonesiaGelap 2x juga kena takedown ada yg sama? https://t.co/NsEL9nd4MU,negatif
258,@kqanzakii mauuu join! tapi liat dulu dlnya yaw ehe #IndonesiaGelap #daruratindonesia #PeringatanDarurat,netral
259,@ARSIPAJA Ada fenomena apa di negara GEMAH RIPAH LOH JINAWI (penduduk negeri dan lahan subur makmur) ada ungkapan dan bahkan teriakan rakyat #IndonesiaGelap #IndonesiaGelap2025 dan #KaburAjaDulu ? Apakah warga #elit sudah tidak bisa merasakan apa yang diderita rakyat #alit ?,negatif
260,sakit jiwa bgt org yg comment mahasewa nasi kotak di konten aksi #IndonesiaGelap. kalian bener ngegambarin pemimpin kalian sama sama tolol dan dungu. kalian alasan pemerintah suka menginjak injak. setan.,negatif
261,Ada fenomena apa di negara GEMAH RIPAH LOH JINAWI (penduduk negeri dan lahan subur makmur) ada ungkapan dan bahkan teriakan rakyat #IndonesiaGelap #IndonesiaGelap2025 dan #KaburAjaDulu ? Apakah warga #elit sudah tidak bisa merasakan apa yang diderita rakyat #alit ?,negatif
262,@JhonSitorus_18 Waspada Danantara mesin perah BUMN. #IndonesiaGelap,negatif
263,Bayangkan APBN dibuat untuk investasi (bodong) Itulah Danantara #IndonesiaGelap,negatif
264,sesusah itu kah untuk buka mata dan dan mendegarkan suara rakyat? sesusah itu kah anjing? #IndonesiaGelap #IndonesiaGelap #IndonesiaGelap,negatif
265,Plis ajak gue demo biar ada barengan dari bekasi. #IndonesiaGelap #AdiliJokowi,negatif
266,wallahi gue ga bakal ikhlas kalo besok ada uang pajak gue ngalir ke dalam tubuh lo ataupun keluarga lo I'm nothing rn tapi besok di alam kubur gue seret lo sampe neraka ofc with me #IndonesiaGelap #IndonesiaGelap #IndonesiaGelap2025,negatif
267,Ada fenomena apa di negara GEMAH RIPAH LOH JINAWI (penduduk negeri dan lahan subur makmur) ada ungkapan dan bahkan teriakan rakyat #IndonesiaGelap #IndonesiaGelap2025 dan #KaburAjaDulu ? Apakah warga #elit sudah tidak bisa merasakan apa yang diderita rakyat #alit ?,negatif
268,@yaniarsim #Presidenpelindungkoruptor #IndonesiaGelap . Mahasiswa di maki maki ndasmu Dianggap lucu..,negatif
269,@alisyarief Prof ini kerjaan pemda setempat atau gimana sih? Pemandangan spt ini byk sekali diberbagai daerah lho? #IndonesiaGelap,negatif
270,Diliat-liat statement orang-orang pemerintahan (entah itu menteri-menteri atau yang berhubungan sama pemerintah). Statement yang keluar buat nanggepin isu nasional #IndonesiaGelap sama #KaburAjaDulu rasanya makin nantangin rakyat.,negatif
